PMID,Journal ISSN,Publication Year,Journal Title,Journal ISO,Journal Country,Journal Impact Factor,Impact Factor Without Journal Self Cites,Five Year Impact Factor,Article Title,Paper Country,Times Cited,Grants,Keywords,WOS Research Areas,WOS Categories,Mesh Headings,Number of Authors,Number of Student Authors,Percentage of Students,Is 1st Author a Student?,Solely by students?
26974476,1931-843X,2016,Journal of women's health (2002),J Womens Health (Larchmt),United States,2.322,2.171,2.546,Student Evaluation of Faculty Physicians: Gender Differences in Teaching Evaluations.,United States,4,-,-,"Public, Environmental & Occupational Health; General & Internal Medicine; Obstetrics & Gynecology; Women's Studies","Public, Environmental & Occupational Health; Medicine, General & Internal; Obstetrics & Gynecology; Women's Studies","(Education, Medical, Undergraduate/standards), Physicians, (Gynecology/education), (Teaching/standards), (General Surgery/education), Humans, (Internal Medicine/education), Evaluation Studies as Topic, Clinical Clerkship, Adult, Female, (Students, Medical/statistics & numerical data), Male, (Obstetrics/education)",8,0,0.00,No,No
26959225,1938-808X,2017,Academic medicine : journal of the Association of American Medical Colleges,Acad Med,United States,5.255,4.453,4.901,"Building a Framework of Entrustable Professional Activities, Supported by Competencies and Milestones, to Bridge the Educational Continuum.",United States,25,-,-,Education & Educational Research; Health Care Sciences & Services,"Education, Scientific Disciplines; Health Care Sciences & Services","(Education, Medical, Undergraduate/standards), Infant, Male, Adolescent, Practice Guidelines as Topic, (Professional Competence/standards), Humans, (Clinical Competence/standards), (Competency-Based Education/methods), (Pediatrics/standards), United States, Female, Child, Infant, Newborn, (Accreditation/standards), (Education, Medical, Graduate/standards), Child, Preschool, (Educational Measurement/methods)",7,0,0.00,No,No
26954004,1554-558X,2015,The Journal of continuing education in the health professions,J Contin Educ Health Prof,United States,1.242,1.032,1.663,"Society for Academic Continuing Medical Education Intervention Guideline Series: Guideline 3, Educational Meetings.","(Canada, United States)",2,-,-,Education & Educational Research; Health Care Sciences & Services,"Education, Scientific Disciplines; Health Care Sciences & Services","Congresses as Topic, Quality Improvement, Terminology as Topic, Humans, Delphi Technique, (Education, Medical, Continuing/standards)",18,0,0.00,No,No
26954003,1554-558X,2015,The Journal of continuing education in the health professions,J Contin Educ Health Prof,United States,1.242,1.032,1.663,"Society for Academic Continuing Medical Education Intervention Guideline Series: Guideline 2, Practice Facilitation.","(Canada, United States)",4,-,-,Education & Educational Research; Health Care Sciences & Services,"Education, Scientific Disciplines; Health Care Sciences & Services","Quality Improvement, Terminology as Topic, Clinical Competence, Humans, Delphi Technique, (Education, Medical, Continuing/standards), (Practice Management, Medical/standards)",18,0,0.00,No,No
26933434,1663-2699,2016,Case reports in ophthalmology,Case Rep Ophthalmol,Switzerland,,,,Minimally Invasive Pterygium Surgery: Sutureless Excision with Amniotic Membrane and Hydrogel Sealant.,United States,0,-,"Cornea, Conjunctiva, Sutureless surgery, Pterygium, ReSure® glue",Ophthalmology,Ophthalmology,-,2,0,0.00,No,No
26925540,1087-2981,2016,Medical education online,Med Educ Online,United States,1.096,1.052,1.531,Examining rater and occasion influences in observational assessments obtained from within the clinical environment.,United States,2,-,"clinical ratings, clinical skills, generalizability theory",Education & Educational Research,Education & Educational Research,"Clinical Competence, Humans, Observer Variation, (Clinical Clerkship/standards), (Educational Measurement/methods/standards), (Emergency Medicine/education), Reproducibility of Results",4,0,0.00,No,No
26892405,1970-9366,2016,Internal and emergency medicine,Intern Emerg Med,Italy,2.340,2.177,2.054,Social worker assessment of bad news delivery by emergency medicine residents: a novel direct-observation milestone assessment.,United States,1,-,"Milestone assessment, Resident education, Interprofessional team, Communication, Bad news delivery, Survey",General & Internal Medicine,"Medicine, General & Internal","Male, Physician-Patient Relations, Surveys and Questionnaires, (Social Workers/psychology), Communication, (Internship and Residency/manpower), Humans, (Emergency Medicine/manpower/methods), Adult, Female, Middle Aged, Self-Assessment, Aged, Interprofessional Relations",5,0,0.00,No,No
26889398,2074-1804,2016,Iranian Red Crescent medical journal,Iran Red Crescent Med J,Iran,0.865,0.797,0.965,Rectal Diclofenac Versus Rectal Paracetamol: Comparison of Antipyretic Effectiveness in Children.,Iran,0,-,"Rectal Administration, Paracetamol, Fever, Diclofenac",General & Internal Medicine,"Medicine, General & Internal",-,5,0,0.00,No,No
26878133,1530-0307,2016,Laboratory investigation; a journal of technical methods and pathology,Lab. Invest.,United States,4.857,4.784,4.401,A selective screening platform reveals unique global expression patterns of microRNAs in a cohort of human soft-tissue sarcomas.,United States,2,( NCI NIH HHS / United States ),-,Research & Experimental Medicine; Pathology,"Medicine, Research & Experimental; Pathology","(Liposarcoma, Myxoid/diagnosis/genetics), (MicroRNAs/classification/genetics), Male, (Rhabdomyosarcoma/diagnosis/genetics), (Gene Expression Profiling/methods), Cohort Studies, Reverse Transcriptase Polymerase Chain Reaction, Humans, (Liposarcoma/diagnosis/genetics), Diagnosis, Differential, (Muscles/metabolism), Young Adult, (Organ Specificity/genetics), Adult, Female, Middle Aged, (Sarcoma/diagnosis/genetics), Gene Expression Regulation, Neoplastic, Aged, Cluster Analysis, (Sarcoma, Synovial/diagnosis/genetics)",9,0,0.00,No,No
26878007,2251-7251,2016,Iranian journal of otorhinolaryngology,Iran J Otorhinolaryngol,Iran,,,,Pleomorphic Adenoma of the Larynx: A Case Report.,Iran,,-,"Trans hyoid pharyngotomy, Ventricle of the larynx., Pleomorphic adenoma",,,-,4,0,0.00,No,No
26773850,1098-2752,2016,Microsurgery,Microsurgery,United States,2.156,1.692,2.175,The potential roles for adipose tissue in peripheral nerve regeneration.,United States,3,( NIGMS NIH HHS / United States ),-,Surgery,Surgery,"(Adipose Tissue/physiology/transplantation), (Nerve Regeneration/physiology), Humans, Cells, Cultured, (Peripheral Nerve Injuries/surgery)",5,0,0.00,No,No
26770891,2234-8549,2015,Journal of lifestyle medicine,J Lifestyle Med,Korea (South),,,,A Review of 21st Century Utility of a Biopsychosocial Model in United States Medical School Education.,United States,,-,"Biopsychosocial model, Curriculum, Lifestyle factors, Medical education, Chronic disease",,,-,2,0,0.00,No,No
26770890,2234-8549,2015,Journal of lifestyle medicine,J Lifestyle Med,Korea (South),,,,Perception of Exercise Lifestyle as a Valid Tool for Prevention and Treatment of Depression in Rural Communities.,United States,,-,"Rural healthcare service, Exercise lifestyle practice, Depression, Lifestyle medicine",,,-,2,0,0.00,No,No
28331512,1735-1995,2016,Journal of research in medical sciences : the official journal of Isfahan University of Medical Sciences,J Res Med Sci,India,1.237,1.133,1.133,Gastrointestinal dysfunction in idiopathic Parkinsonism: A narrative review.,Iran,1,-,"progressive supranuclear palsy, Multiple system atrophy, Parkinson's disease",General & Internal Medicine,"Medicine, General & Internal",-,3,0,0.00,No,No
26712391,1878-0539,2016,"Journal of plastic, reconstructive & aesthetic surgery : JPRAS",J Plast Reconstr Aesthet Surg,Netherlands,2.048,1.821,1.983,TDAP: Island versus propeller.,Argentina,1,-,"Breast reconstruction, Island TDAP, Thoracodorsal artery perforator, Propeller TDAP, TDAP",Surgery,Surgery,"(Surgical Flaps/blood supply), (Mammaplasty/methods), Humans, Cadaver, (Breast Neoplasms/surgery), Female, Middle Aged, Mastectomy, Thoracic Arteries",5,0,0.00,No,No
26622260,1735-1995,2015,Journal of research in medical sciences : the official journal of Isfahan University of Medical Sciences,J Res Med Sci,India,1.237,1.133,1.133,"Evaluation of intravenous hydroxylethyl starch, intravenous albumin 20%, and oral cabergoline for prevention of ovarian hyperstimulation syndrome in patients undergoing ovulation induction.",Iran,1,-,"human albumin, Cabergoline, hydroxylethyl starch, ovarian induction, ovarian hyperstimulation syndrome",General & Internal Medicine,"Medicine, General & Internal",-,4,0,0.00,No,No
26576320,2090-8083,2015,Parkinson's disease,Parkinsons Dis,United States,1.702,1.595,2.409,Mortality in Iranian Patients with Parkinson's Disease: Cumulative Impact of Cardiovascular Comorbidities as One Major Risk Factor.,"(Iran, Sweden)",0,-,-,Neurosciences & Neurology,Clinical Neurology,-,6,0,0.00,No,No
26528381,1735-1065,2015,Iranian journal of radiology : a quarterly journal published by the Iranian Radiological Society,Iran J Radiol,Iran,0.554,0.530,0.625,Sonographic Evaluation of Cervical Lymphadenopathy; Comparison of Metastatic and Reactive Lymph Nodes in Patients With Head and Neck Squamous Cell Carcinoma Using Gray Scale and Doppler Techniques.,Iran,3,-,"Doppler Sonography, Cervical Lymphadenopathy, Gray Scale Sonography","Radiology, Nuclear Medicine & Medical Imaging","Radiology, Nuclear Medicine & Medical Imaging",-,4,0,0.00,No,No
26491890,1557-8992,2016,Journal of child and adolescent psychopharmacology,J Child Adolesc Psychopharmacol,United States,2.440,2.172,2.943,Developing Rapport and Therapeutic Alliance During Telemental Health Sessions with Children and Adolescents.,"(Georgia, United States)",8,-,-,Pediatrics; Pharmacology & Pharmacy; Psychiatry,Pediatrics; Pharmacology & Pharmacy; Psychiatry,"Videoconferencing, Physician-Patient Relations, Adolescent, Humans, Mental Health Services, (Telemedicine/methods), Child",2,0,0.00,No,No
26457827,1744-5116,2016,Pharmaceutical biology,Pharm Biol,England,1.916,1.773,1.865,The effects of Melissa officinalis (lemon balm) pretreatment on the resistance of the heart to myocardial injury.,Iran,0,-,"cardiac injury, cardiac troponin I, cardiac contractility, Blood pressure",Plant Sciences; Medical Laboratory Technology; Pharmacology & Pharmacy,Plant Sciences; Medical Laboratory Technology; Pharmacology & Pharmacy,"(Isoproterenol/pharmacology), Animals, (Plant Components, Aerial/chemistry), (Myocardium/metabolism/pathology), (Troponin I/metabolism), (Heart Rate/drug effects), (Myocardial Infarction/metabolism/pathology/physiopathology/prevention & control), (Melissa/chemistry), (Ventricular Function, Left/drug effects), Rats, Wistar, Dose-Response Relationship, Drug, Male, Oxidation-Reduction, (Plant Extracts/administration & dosage/isolation & purification/therapeutic use)",5,0,0.00,No,No
26418541,1532-3145,2015,Journal of computer assisted tomography,J Comput Assist Tomogr,United States,1.394,1.335,1.659,Ossification of the Posterior Longitudinal Ligament: Imaging Findings in the Era of Cross-Sectional Imaging.,United States,1,-,-,"Radiology, Nuclear Medicine & Medical Imaging","Radiology, Nuclear Medicine & Medical Imaging","Tomography, X-Ray Computed, Magnetic Resonance Imaging, Humans, (Ossification of Posterior Longitudinal Ligament/diagnostic imaging/pathology), (Longitudinal Ligaments/diagnostic imaging/pathology)",8,0,0.00,No,No
26385574,1542-2224,2016,The Journal of foot and ankle surgery : official publication of the American College of Foot and Ankle Surgeons,J Foot Ankle Surg,United States,0.907,0.702,1.147,Minimally Invasive Approach to Achilles Tendon Pathology.,,3,-,"Achilles tendon, Bunnell suture, percutaneous, trauma, surgical technique",Orthopedics; Surgery,Orthopedics; Surgery,"Sutures, (Ankle Injuries/surgery), Humans, (Tendon Injuries/surgery), (Orthopedic Procedures/methods), (Suture Techniques/instrumentation), (Achilles Tendon/injuries/surgery), (Minimally Invasive Surgical Procedures/methods), Rupture",4,0,0.00,No,No
26384773,1090-2430,2015,Experimental neurology,Exp. Neurol.,United States,4.706,4.544,4.605,Newly generated neurons at 2 months post-status epilepticus are functionally integrated into neuronal circuitry in mouse hippocampus.,China,4,-,"Subgranular zone, Epilepsy, Hippocampus, Neurogenesis",Neurosciences & Neurology,Neurosciences,"(Nerve Net/physiology), Transduction, Genetic, Time Factors, Muscarinic Agonists, (Pilocarpine/toxicity), Cell Differentiation, Disease Models, Animal, Mice, (Cholera Toxin/metabolism), (Status Epilepticus/chemically induced/pathology), Animals, Female, (Neurons/physiology), (Neurogenesis/physiology), Follow-Up Studies, Cell Movement, (Hippocampus/pathology/physiopathology), (Retroviridae/genetics), Mice, Inbred Strains, (Nerve Tissue Proteins/metabolism), Stem Cells, (Neural Pathways/physiology)",8,0,0.00,No,No
26335773,1932-6203,2015,PloS one,PLoS ONE,United States,2.806,2.614,3.394,Heterogeneous Determinants of Quality of Life in Different Phenotypes of Parkinson's Disease.,"(Iran, Sweden)",8,-,-,Science & Technology - Other Topics,Multidisciplinary Sciences,"Male, Surveys and Questionnaires, Models, Psychological, Middle Aged, Humans, (Anxiety/psychology), (Fatigue/psychology), Sex Factors, Severity of Illness Index, Phenotype, Female, (Quality of Life/psychology), (Parkinson Disease/diagnosis/psychology), Aged, (Depression/psychology)",10,0,0.00,No,No
26324085,2245-1919,2015,Danish medical journal,Dan Med J,Denmark,,,,Publication rate and PhD enrolment following a medical pre-graduate research programme.,Denmark,,-,-,,,"(Education, Medical, Graduate/trends), (Peer Review, Research/trends), Denmark, Humans, (Biomedical Research/education), Adult, Female, (Students, Medical/statistics & numerical data), Male",5,0,0.00,No,No
26305310,1681-7168,2015,Journal of the College of Physicians and Surgeons--Pakistan : JCPSP,J Coll Physicians Surg Pak,Pakistan,0.372,0.350,0.488,Paediatric Percutaneous Nephrolithotomy (PCNL).,Pakistan,1,-,-,General & Internal Medicine,"Medicine, General & Internal","(Ureter/pathology), (Nephrostomy, Percutaneous/adverse effects/methods), Operative Time, Adolescent, Postoperative Complications, (Ureteral Calculi/surgery), Blood Loss, Surgical, Humans, Lithotripsy, Retrospective Studies, Postoperative Period, Length of Stay, Female, Child, Treatment Outcome, (Kidney Calculi/diagnosis/surgery), Male, Child, Preschool",7,0,0.00,No,No
26282389,1528-1132,2016,Clinical orthopaedics and related research,Clin. Orthop. Relat. Res.,United States,3.897,3.599,3.907,Musculoskeletal Medicine Is Underrepresented in the American Medical School Clinical Curriculum.,United States,4,-,-,Orthopedics; Surgery,Orthopedics; Surgery,"Time Factors, (Orthopedics/education), Surveys and Questionnaires, (Education, Medical, Undergraduate/methods), Curriculum, Humans, (Musculoskeletal Diseases/diagnosis/physiopathology/therapy), United States, Clinical Clerkship, Schools, Medical, (Teaching/methods), (Orthopedic Procedures/education)",4,0,0.00,No,No
26270251,2168-6173,2015,JAMA ophthalmology,JAMA Ophthalmol,United States,5.625,5.237,5.425,Association of compounded bevacizumab with postinjection endophthalmitis.,United States,10,( NEI NIH HHS / United States ),-,Ophthalmology,Ophthalmology,"(Drug Compounding/adverse effects), Intravitreal Injections, Male, (Retinal Diseases/drug therapy), Drug Packaging, Legislation, Drug, Humans, Odds Ratio, (Bevacizumab/adverse effects/chemistry), Databases, Factual, Retrospective Studies, (United States/epidemiology), Aged, 80 and over, (Eye Infections, Bacterial/epidemiology/etiology), Vascular Endothelial Growth Factor A, Female, Aged, (Angiogenesis Inhibitors/adverse effects/chemistry), (Endophthalmitis/epidemiology/etiology), Risk Factors",3,0,0.00,No,No
26266197,2249-782X,2015,Journal of clinical and diagnostic research : JCDR,J Clin Diagn Res,India,,,,"Sociodemographic Pattern of Depression in Urban Settlement of Karachi, Pakistan.",Pakistan,3,-,"Developing country, Elite Settlement, Females, Significant predictors",General & Internal Medicine,"Medicine, General & Internal",-,9,0,0.00,No,No
26233510,0315-162X,2015,The Journal of rheumatology,J. Rheumatol.,Canada,3.150,2.903,3.293,Health Literacy Rates in a Population of Patients with Rheumatoid Arthritis in Southwestern Ontario.,"(Canada, United Kingdom)",0,-,"RHEUMATOID ARTHRITIS, HEALTH LITERACY, ONTARIO",Rheumatology,Rheumatology,"Age Factors, Male, Physician-Patient Relations, Surveys and Questionnaires, Middle Aged, Humans, Health Knowledge, Attitudes, Practice, Sex Factors, Ontario, Arthritis, Rheumatoid, Health Literacy, Aged",7,0,0.00,No,No
26215552,1542-2224,2016,The Journal of foot and ankle surgery : official publication of the American College of Foot and Ankle Surgeons,J Foot Ankle Surg,United States,0.907,0.702,1.147,Symptomatic Hardware Removal After First Tarsometatarsal Arthrodesis.,,6,-,"hardware removal, Lapidus procedure, bunion, hallux valgus, joint fusion, metatarsal",Orthopedics; Surgery,Orthopedics; Surgery,"Male, Adolescent, Middle Aged, Reoperation, Time Factors, Humans, (Device Removal/methods), (Postoperative Complications/etiology/surgery), Retrospective Studies, Prognosis, (Arthrodesis/adverse effects/instrumentation), Young Adult, Adult, Female, Aged, Follow-Up Studies, Equipment Failure",4,0,0.00,No,No
26215548,1542-2224,2015,The Journal of foot and ankle surgery : official publication of the American College of Foot and Ankle Surgeons,J Foot Ankle Surg,United States,0.907,0.702,1.147,Comparison of Complications for Internal and External Fixation for Charcot Reconstruction: A Systematic Review.,,3,-,"amputation, neuropathy, deformity, surgery, limb salvage, diabetes",Orthopedics; Surgery,Orthopedics; Surgery,"(Ankle Joint/surgery), (Foot/surgery), Humans, (Arthropathy, Neurogenic/surgery), (Fracture Fixation/adverse effects), (Fracture Fixation, Internal/adverse effects), Reconstructive Surgical Procedures",5,0,0.00,No,No
26150066,1873-5347,2015,Social science & medicine (1982),Soc Sci Med,England,2.797,2.538,3.505,Motivations of women with sickle cell disease for asking their partners to undergo genetic testing.,United States,1,-,"United States of America, Sickle cell disease, Reproductive decision-making, Genetic testing, Women's health","Public, Environmental & Occupational Health; Biomedical Social Sciences","Public, Environmental & Occupational Health; Social Sciences, Biomedical","Motivation, Prospective Studies, (Anemia, Sickle Cell/complications/diagnosis/genetics), (Genetic Testing/utilization), (Sexual Partners/psychology), Humans, Interpersonal Relations, Female, Male",1,0,0.00,No,No
26109968,1735-1995,2015,Journal of research in medical sciences : the official journal of Isfahan University of Medical Sciences,J Res Med Sci,India,1.237,1.133,1.133,Comparison of the effect of topical versus systemic L-arginine on wound healing in acute incisional diabetic rat model.,Iran,5,-,"L-arginine, vascular endothelial growth factor, nitric oxide, wound healing, streptozotocin",General & Internal Medicine,"Medicine, General & Internal",-,6,0,0.00,No,No
26106466,2008-5230,2015,Middle East journal of digestive diseases,Middle East J Dig Dis,Iran,,,,Efficacy of Clarithromycin Containing Bismuth-Based Regimen as a Second-Line Therapy in Helicobacter Pylori Eradication.,Iran,,-,"Helicobacter pylori, Furazolidone, Clarithromycin, Second-line therapy",,,-,6,0,0.00,No,No
26101507,1682-024X,2015,Pakistan journal of medical sciences,Pak J Med Sci,Pakistan,0.696,0.648,0.554,Typhidot - A blessing or a menace.,Pakistan,3,-,"Typhoid, Sensitivity, Blood culture, Typhidot, Specificity",General & Internal Medicine,"Medicine, General & Internal",-,6,0,0.00,No,No
25983478,0976-5662,2014,Journal of clinical orthopaedics and trauma,J Clin Orthop Trauma,India,,,,Post-traumatic dynamic hallux varus instability.,United States,,-,"Foot, Trauma, Hallux",,,-,3,0,0.00,No,No
25979295,1542-2224,2015,The Journal of foot and ankle surgery : official publication of the American College of Foot and Ankle Surgeons,J Foot Ankle Surg,United States,0.907,0.702,1.147,The Residency Training Experience in Podiatric Medicine and Surgery.,,0,-,"resident learning, education, assessment, feedback, residency",Orthopedics; Surgery,Orthopedics; Surgery,"Surveys and Questionnaires, Feedback, (Podiatry/education), Communication, Humans, United States, Needs Assessment, Internship and Residency, Educational Measurement",3,0,0.00,No,No
25964831,1942-2962,2015,American health & drug benefits,Am Health Drug Benefits,United States,,,,Diagnosis and treatment of patients with thyroid cancer.,United States,32,-,"thyroid cancer, endocrine system, thyroidectomy, tyrosine kinase inhibitors, radioactive iodine, fine-needle aspiration biopsy",Health Care Sciences & Services,Health Care Sciences & Services,-,6,0,0.00,No,No
25933511,1873-1570,2015,Resuscitation,Resuscitation,Ireland,5.230,3.786,4.587,Pre-shock chest compression pause effects on termination of ventricular fibrillation/tachycardia and return of organized rhythm within mechanical and manual cardiopulmonary resuscitation.,Norway,11,( PHS HHS / United States ),"Emergency medical services, Defibrillation, CPR, Cardiac arrest, Mechanical CPR",General & Internal Medicine; Emergency Medicine,Critical Care Medicine; Emergency Medicine,"(Cardiopulmonary Resuscitation/instrumentation/methods), Pulsatile Flow, Outcome Assessment (Health Care), (Shock/etiology/physiopathology), Middle Aged, (Out-of-Hospital Cardiac Arrest/etiology/therapy), Time Factors, Humans, (Tachycardia, Ventricular/complications/therapy), (Ventricular Fibrillation/complications/therapy), Female, Defibrillators, Male, Myocardial Contraction",11,0,0.00,No,No
25868779,1095-8673,2015,The Journal of surgical research,J. Surg. Res.,United States,2.187,2.109,2.211,The impact of visiting student electives on surgical Match outcomes.,United States,2,-,"Visiting student elective, Audition elective, Match outcomes, Surgical clerkship, Medical education",Surgery,Surgery,"Female, Humans, (General Surgery/statistics & numerical data), Job Application, (Internship and Residency/statistics & numerical data), Male",8,0,0.00,No,No
25855131,1748-0361,2015,The Journal of rural health : official journal of the American Rural Health Association and the National Rural Health Care Association,J Rural Health,England,1.489,1.340,1.727,Perspectives of Behavioral Health Clinicians in a Rural Integrated Primary Care/Mental Health Program.,United States,4,-,"rural, mental health, integrated care, access to care, primary care","Health Care Sciences & Services; Public, Environmental & Occupational Health","Health Care Sciences & Services; Health Policy & Services; Public, Environmental & Occupational Health","(Rural Health Services/utilization), Qualitative Research, (Community Mental Health Services/utilization), (Delivery of Health Care, Integrated/statistics & numerical data), Humans, Washington, (Urban Health Services/utilization), Adult, Female, Middle Aged, Attitude of Health Personnel, Male, Professional-Patient Relations",4,0,0.00,No,No
25709983,2277-9175,2015,Advanced biomedical research,Adv Biomed Res,India,,,,Distribution of mediastinal ectopic thymic tissue in patients without thymic disease.,Iran,,-,"myasthenia gravis, mediastinum, Ectopic thymic tissue",,,-,7,0,0.00,No,No
25709455,1176-6328,2015,Neuropsychiatric disease and treatment,Neuropsychiatr Dis Treat,New Zealand,2.198,2.035,2.271,"Medium-to-high prevalence of screening-detected parkinsonism in the urban area of Tehran, Iran: data from a community-based door-to-door study.","(Iran, Sweden)",3,-,"door-to-door survey, Parkinson’s disease, prevalence, parkinsonism, population-based",Neurosciences & Neurology; Psychiatry,Clinical Neurology; Psychiatry,-,5,0,0.00,No,No
25618809,1542-2224,2015,The Journal of foot and ankle surgery : official publication of the American College of Foot and Ankle Surgeons,J Foot Ankle Surg,United States,0.907,0.702,1.147,Complications of metatarsal suture techniques for bunion correction: a systematic review of the literature.,,6,-,"Mini TightRope(®), syndesmosis procedure, metatarsus primus varus, bunion, hallux valgus, EndoButton(®) FiberWire(®)",Orthopedics; Surgery,Orthopedics; Surgery,"(Hallux Valgus/surgery), (Suture Techniques/adverse effects), Humans",3,0,0.00,No,No
25614849,2090-8083,2014,Parkinson's disease,Parkinsons Dis,United States,1.702,1.595,2.409,Comparison of the Psychological Symptoms and Disease-Specific Quality of Life between Early- and Typical-Onset Parkinson's Disease Patients.,"(Iran, Sweden)",,-,-,,,-,6,0,0.00,No,No
25613841,1476-5454,2015,"Eye (London, England)",Eye (Lond),England,,,,Scleral buckling surgery for rhegmatogenous retinal detachment with subretinal proliferation.,Iran,,-,-,,,"(Vitrectomy/methods), Male, (Vitreoretinopathy, Proliferative/surgery), Adolescent, Postoperative Complications, Middle Aged, Visual Acuity, Humans, (Retinal Detachment/pathology/surgery), (Scleral Buckling/methods), Young Adult, Adult, Female, Child, Aged, Retrospective Studies, Reoperation",8,0,0.00,No,No
25604633,1878-5883,2015,Journal of the neurological sciences,J. Neurol. Sci.,Netherlands,2.295,2.159,2.447,Association of the long pentraxin PTX3 gene polymorphism (rs3816527) with migraine in an Iranian population.,Iran,2,-,"Headache severity, Migraine, Pentraxin, PTX3, Gene polymorphism, HIT-6",Neurosciences & Neurology,Clinical Neurology; Neurosciences,"(C-Reactive Protein/genetics), Polymorphism, Single Nucleotide, Case-Control Studies, Genotype, Surveys and Questionnaires, (Serum Amyloid P-Component/genetics), Gene Frequency, Humans, Sex Factors, Severity of Illness Index, Genetic Predisposition to Disease, Adult, Female, (Migraine Disorders/genetics/physiopathology), Male",5,0,0.00,No,No
25591612,1710-2774,2014,"Healthcare quarterly (Toronto, Ont.)",Healthc Q,Canada,,,,Integrated client care for frail older adults in the community: preliminary report on a system-wide approach.,,,-,-,,,"(Delivery of Health Care/organization & administration), Ontario, Program Evaluation, Program Development, Humans, Frail Elderly, (Delivery of Health Care, Integrated/organization & administration), Models, Organizational, (Health Services for the Aged/organization & administration), Aged",6,0,0.00,No,No
25539517,1938-808X,2015,Academic medicine : journal of the Association of American Medical Colleges,Acad Med,United States,5.255,4.453,4.901,Toward a better understanding of gender-based performance in the obstetrics and gynecology clerkship: women outscore men on the NBME subject examination at one medical school.,United States,0,-,-,Education & Educational Research; Health Care Sciences & Services,"Education, Scientific Disciplines; Health Care Sciences & Services","Licensure, Medical, (Gynecology/education), Humans, Sex Factors, United States, Clinical Clerkship, Adult, Female, Educational Measurement, Male, Retrospective Studies, (Obstetrics/education)",5,0,0.00,No,No
25538907,2277-9175,2014,Advanced biomedical research,Adv Biomed Res,India,,,,Corneal haze and visual outcome after collagen crosslinking for keratoconus: A comparison between total epithelium off and partial epithelial removal methods.,Iran,,-,"UVA, Corneal haze, keratoconus, cross-linking, riboflavin",,,-,5,0,0.00,No,No
25518780,1681-7168,2014,Journal of the College of Physicians and Surgeons--Pakistan : JCPSP,J Coll Physicians Surg Pak,Pakistan,0.372,0.350,0.488,Delayed Cauda Equina syndrome due to a migratory bullet.,Pakistan,2,-,-,General & Internal Medicine,"Medicine, General & Internal","(Wounds, Gunshot/complications/diagnostic imaging/surgery), (Fecal Incontinence/etiology), (Urinary Incontinence/etiology), (Foreign-Body Migration/complications/diagnostic imaging/surgery), (Polyradiculopathy/diagnostic imaging/etiology/surgery), (Dura Mater/diagnostic imaging), Humans, Tomography, X-Ray Computed, Decompression, Surgical, Adult, Treatment Outcome, Male",3,0,0.00,No,No
25518756,1681-7168,2014,Journal of the College of Physicians and Surgeons--Pakistan : JCPSP,J Coll Physicians Surg Pak,Pakistan,0.372,0.350,0.488,Post angioplasty coronary artery bypass grafting in patient with myasthenia gravis.,Pakistan,0,-,-,General & Internal Medicine,"Medicine, General & Internal","(Thymectomy/methods), (Sternum/surgery), Coronary Artery Bypass, Middle Aged, Humans, Cardiopulmonary Bypass, (Myasthenia Gravis/surgery), (Coronary Artery Disease/surgery), Male, (Sternotomy/methods), Treatment Outcome",5,0,0.00,No,No
25478859,1462-4753,2014,British journal of community nursing,Br J Community Nurs,England,,,,Maggot debridement therapy: a systematic review.,United States,,-,"Debridement, Chronic, Maggot, Therapy, Diabetes",,,"Animals, (Skin Care/nursing), Wound Healing, Larva, (Debridement/methods), Humans, (Wounds and Injuries/therapy), Diptera",2,0,0.00,No,No
28913024,2149-9322,2014,Turkish journal of obstetrics and gynecology,Turk J Obstet Gynecol,Turkey,,,,"The influence of dexamethasone on postoperative nausea and vomiting in patients undergoing gynecologic laparoscopic surgeries: A randomised, controlled, double blind trial.",Iran,,-,"gynecologic laparoscopic surgery, postoperative nausea and vomiting, dexamethasone",,,-,4,0,0.00,No,No
25429081,1945-1997,2014,The Journal of the American Osteopathic Association,J Am Osteopath Assoc,United States,,,,Laser Doppler flowmetry in manual medicine research.,United States,,-,-,,,"Humans, Laser-Doppler Flowmetry, (Skin/blood supply), Musculoskeletal Manipulations, (Sympathetic Nervous System/physiology), Skin Physiological Phenomena",4,0,0.00,No,No
25423241,1550-5057,2015,Family & community health,Fam Community Health,United States,1.017,1.000,1.090,Engaging and sustaining adolescents in community-based participatory research: structuring a youth-friendly community-based participatory research environment.,United States,5,"( NCATS NIH HHS / United States ) , ( NIMHD NIH HHS / United States )",-,"Family Studies; Public, Environmental & Occupational Health","Family Studies; Public, Environmental & Occupational Health","Patient Participation, Adolescent, Program Evaluation, New York City, (Adolescent Health Services/organization & administration), Humans, Health Status Disparities, Hispanic Americans, Poverty, Program Development, African Americans, (Community-Based Participatory Research/ethics/methods/organization & administration)",5,0,0.00,No,No
25378518,1535-1386,2014,The Journal of bone and joint surgery. American volume,J Bone Joint Surg Am,United States,4.840,4.475,6.110,Factors impacting musculoskeletal knowledge and clinical confidence in graduating medical students.,United States,3,-,-,Orthopedics; Surgery,Orthopedics; Surgery,"(Musculoskeletal Diseases/therapy), Musculoskeletal System, Clinical Competence, Curriculum, Humans, United States, Students, Medical, Female, Educational Measurement, Male",6,0,0.00,No,No
