PMID,Journal ISSN,Publication Year,Journal Title,Journal ISO,Journal Country,Journal Impact Factor,Impact Factor Without Journal Self Cites,Five Year Impact Factor,Article Title,Paper Country,Times Cited,Grants,Keywords,WOS Research Areas,WOS Categories,Mesh Headings,Number of Authors,Number of Student Authors,Percentage of Students,Is 1st Author a Student?,Solely by students?
29213445,1980-5764,2016,Dementia & neuropsychologia,Dement Neuropsychol,Brazil,,,,Effect of caregiver characteristics on dementia management strategies.,Brazil,,-,"management strategies, dementia, burden, professional caregiver",,,-,3,1,33.33,Yes,No
27028662,2168-6084,2016,JAMA dermatology,JAMA Dermatol,United States,5.817,5.476,6.152,Bundled Payment Models for Actinic Keratosis Management.,United States,3,-,-,Dermatology,Dermatology,"(Administrative Claims, Healthcare/statistics & numerical data), (Drug Costs/statistics & numerical data), (Office Visits/economics), Male, (Keratosis, Actinic/economics/therapy), (Health Care Costs/statistics & numerical data), (Dermatology/economics), Humans, Reimbursement Mechanisms, Models, Economic, Cost Savings, Aged, 80 and over, Adult, Female, Middle Aged, Young Adult, Insurance, Health, Reimbursement, Aged, Retrospective Studies, (Dermatologic Surgical Procedures/economics)",4,1,25.00,No,No
27028031,1938-808X,2016,Academic medicine : journal of the Association of American Medical Colleges,Acad Med,United States,5.255,4.453,4.901,A Multidisciplinary Housestaff-Led Initiative to Safely Reduce Daily Laboratory Testing.,United States,9,-,-,Education & Educational Research; Health Care Sciences & Services,"Education, Scientific Disciplines; Health Care Sciences & Services","(Hospitalists/organization & administration), Interdisciplinary Communication, Linear Models, (Clinical Laboratory Techniques/statistics & numerical data/utilization), (Quality Indicators, Health Care/statistics & numerical data), Humans, Tennessee, Leadership, (Internship and Residency/methods/organization & administration), (Unnecessary Procedures/statistics & numerical data/utilization), (Education, Medical, Continuing/methods/organization & administration), (Faculty, Medical/organization & administration), Retrospective Studies",15,1,6.67,No,No
27022350,1682-024X,2016,Pakistan journal of medical sciences,Pak J Med Sci,Pakistan,0.696,0.648,0.554,Frequency and pattern of congenital heart defects in a tertiary care cardiac hospital of Karachi.,Pakistan,2,-,"Congenital heart defects, Ventricular septal defects, Tetralogy of fallot, Cyanotic heart defect",General & Internal Medicine,"Medicine, General & Internal",-,6,1,16.67,No,No
27022338,1682-024X,2016,Pakistan journal of medical sciences,Pak J Med Sci,Pakistan,0.696,0.648,0.554,Comparison of Gabapentin and Ketotifen in Treatment of Uremic Pruritus in Hemodialysis Patients.,Iran,5,-,"Ketotifen, Uremic Pruritus, Hemodialysis, Gabapentin",General & Internal Medicine,"Medicine, General & Internal",-,5,1,20.00,No,No
27022334,1682-024X,2016,Pakistan journal of medical sciences,Pak J Med Sci,Pakistan,0.696,0.648,0.554,Fertilization rate and its determinants in intracytoplasmic sperm injection.,Pakistan,2,-,"Fertilization rate, Interleukin, Intracytoplasmic sperm injection, Fertilization",General & Internal Medicine,"Medicine, General & Internal",-,5,1,20.00,No,No
27020770,1557-8615,2016,Journal of critical care,J Crit Care,United States,2.648,2.543,2.707,Characteristics and outcomes of patients treated with airway pressure release ventilation for acute respiratory distress syndrome: A retrospective observational study.,Australia,0,-,"ECMO, acute respiratory distress syndrome, mechanical ventilation, Airway pressure release ventilation",General & Internal Medicine,Critical Care Medicine,"Partial Pressure, Male, (Extracorporeal Membrane Oxygenation/utilization), Oxygen, (Respiratory Distress Syndrome, Adult/therapy), Hydrogen-Ion Concentration, Carbon Dioxide, Treatment Outcome, Humans, (Continuous Positive Airway Pressure/adverse effects/methods), Adult, Female, Middle Aged, Intensive Care Units, (Hypoxia/therapy), Hospital Mortality, Retrospective Studies, (Barotrauma/etiology)",4,1,25.00,Yes,No
27019991,1556-9519,2016,"Clinical toxicology (Philadelphia, Pa.)",Clin Toxicol (Phila),England,3.677,2.984,3.173,Reversal of lipophilic weak bases using pH gradient acidic centre liposomes: demonstration of effect in dabigatran-induced anticoagulation.,Australia,0,-,"organ/tissue specific, heart, Complications of poisoning",Toxicology,Toxicology,"(Hemorrhage/chemically induced/therapy), Animals, Female, Rats, Hydrogen-Ion Concentration, (Antithrombins/toxicity), Administration, Oral, Time Factors, (Thrombin/antagonists & inhibitors/metabolism), (Dabigatran/toxicity), Disease Models, Animal, Dose-Response Relationship, Drug, Rabbits, (Blood Coagulation/drug effects), (Liposomes/chemistry), Rats, Sprague-Dawley, (Anticoagulants/toxicity)",6,1,16.67,No,No
27018757,1873-4332,2016,Journal of pediatric and adolescent gynecology,J Pediatr Adolesc Gynecol,United States,1.576,1.391,1.760,Hypogonadism and Sex Steroid Replacement Therapy in Girls with Turner Syndrome.,Poland,2,-,"Sex steroid replacement therapy, Hypogonadism, Sex hormone replacement therapy (HRT), Turner syndrome",Obstetrics & Gynecology; Pediatrics,Obstetrics & Gynecology; Pediatrics,"(Hormone Replacement Therapy/methods), (Hypogonadism/drug therapy/etiology), Age Factors, (Turner Syndrome/complications/drug therapy), Adolescent, Drug Administration Schedule, Humans, (Gonadal Steroid Hormones/administration & dosage), Female, Child, (Estrogens/administration & dosage), Menarche",8,1,12.50,No,No
27008358,1938-808X,2016,Academic medicine : journal of the Association of American Medical Colleges,Acad Med,United States,5.255,4.453,4.901,Where Do Soldiers Really Come From? A Faculty Development Workshop on Veteran-Centered Care.,United States,,-,-,,,-,5,1,20.00,No,No
26998708,2168-6114,2016,JAMA internal medicine,JAMA Intern Med,United States,16.538,15.924,16.337,"Changes in Prescription and Over-the-Counter Medication and Dietary Supplement Use Among Older Adults in the United States, 2005 vs 2011.",United States,67,( NIA NIH HHS / United States ),-,General & Internal Medicine,"Medicine, General & Internal","Independent Living, Prospective Studies, Male, Longitudinal Studies, Drug Interactions, Middle Aged, Cohort Studies, (Dietary Supplements/utilization), Humans, United States, (Nonprescription Drugs/therapeutic use), Aged, 80 and over, Female, Prevalence, (Prescription Drugs/therapeutic use), Aged, Polypharmacy",5,1,20.00,No,No
26997933,1551-6776,2016,The journal of pediatric pharmacology and therapeutics : JPPT : the official journal of PPAG,J Pediatr Pharmacol Ther,United States,,,,Hypersensitivity Reaction to Insulin Glargine and Insulin Detemir in a Pediatric Patient: A Case Report.,United States,,-,"insulin detemir, hypersensitivity, pediatrics, insulin glargine, type 1 diabetes mellitus",,,-,4,1,25.00,No,No
26997730,1998-3751,2016,Indian journal of pharmacology,Indian J Pharmacol,India,0.638,0.603,0.961,Pure red cell aplasia due to azathioprine therapy for Crohn's disease.,India,1,-,"pure red cell aplasia, azathioprine, Crohn's disease, Anemia",Pharmacology & Pharmacy,Pharmacology & Pharmacy,"Adolescent, Humans, (Azathioprine/adverse effects/therapeutic use), Adult, Female, (Red-Cell Aplasia, Pure/chemically induced), Male, (Immunosuppressive Agents/adverse effects/therapeutic use), (Crohn Disease/drug therapy)",3,1,33.33,No,No
26997720,1998-3751,2016,Indian journal of pharmacology,Indian J Pharmacol,India,0.638,0.603,0.961,Competence of medical students in communicating drug therapy: Value of role-play demonstrations.,Bahrain,0,-,"prescription, role-play, Communication skills, medical students, drug therapy, objective structured performance evaluation",Pharmacology & Pharmacy,Pharmacology & Pharmacy,"Students, Medical, Clinical Competence, Humans, Drug Therapy, Communication",9,5,55.56,No,No
26994458,2210-2612,2016,International journal of surgery case reports,Int J Surg Case Rep,Netherlands,,,,A case report on acute severe hyponatraemia following parathyroid surgery for primary hyperparathyroidism-A rare but life threatening complication.,,0,-,"postoperative, Hyponatraemia, parathyroidectomy, seizure",Surgery,Surgery,-,4,1,25.00,No,No
26993863,2213-3348,2016,Journal of vascular surgery. Venous and lymphatic disorders,J Vasc Surg Venous Lymphat Disord,United States,1.143,0.944,1.450,The prevalence of and predictors to indicate bilateral venous duplex ultrasound testing to detect contralateral asymptomatic lower extremity deep venous thrombosis in patients with acute symptomatic lower extremity deep venous thrombosis.,Brazil,0,-,-,Surgery; Cardiovascular System & Cardiology,Surgery; Peripheral Vascular Disease,"Brazil, Aged, Male, Prevalence, Middle Aged, (Thrombophlebitis/diagnostic imaging), Humans, Lower Extremity, Ultrasonography, Doppler, Duplex, Female, (Venous Thrombosis/diagnostic imaging), Acute Disease, Risk Factors",8,1,12.50,No,No
26992726,1433-3023,2016,International urogynecology journal,Int Urogynecol J,England,1.937,1.489,2.087,Does age affect the outcome of suburethral tape surgery? The importance of national registries in answering bigger questions.,,3,-,"BSUG database, Outcome of continence surgery, Suburethral tapes",Obstetrics & Gynecology; Urology & Nephrology,Obstetrics & Gynecology; Urology & Nephrology,"Age Factors, (Urologic Surgical Procedures/statistics & numerical data), Quality of Life, Middle Aged, Humans, (Databases, Factual/statistics & numerical data), (Urinary Incontinence, Stress/surgery), Retrospective Studies, Aged, 80 and over, Female, Suburethral Slings, Treatment Outcome, Aged, (Postoperative Complications/epidemiology), (Pelvic Organ Prolapse/surgery), Registries",6,1,16.67,No,No
26986866,0024-6921,2016,The Journal of the Louisiana State Medical Society : official organ of the Louisiana State Medical Society,J La State Med Soc,United States,,,,RADIOLOGY CASE OF THE MONTH: A CASE OF IDIOPATHIC BASAL GANGLIA CALCIFICATION AND BRIEF REVIEW OF THE LITERATURE.,,,-,-,,,"(Calcinosis/diagnosis), Radiography, (Basal Ganglia Diseases/diagnosis), Humans, Adult, Female, (Neurodegenerative Diseases/diagnosis)",2,1,50.00,Yes,No
26986863,0024-6921,2016,The Journal of the Louisiana State Medical Society : official organ of the Louisiana State Medical Society,J La State Med Soc,United States,,,,WEST NILE VIRUS MENINGO-ENCEPHALITIS: POSSIBLE SEXUAL TRANSMISSION.,,,-,-,,,"(West Nile Fever/diagnosis/transmission), Sexually Transmitted Diseases, Middle Aged, Humans, Female, West Nile virus, Sexual Behavior",3,1,33.33,No,No
26986677,2374-2445,2016,JAMA oncology,JAMA Oncol,United States,16.559,15.754,16.765,Medical Marijuana Use in Oncology: A Review.,United States,,-,-,,,-,3,1,33.33,Yes,No
26985420,2249-4863,2015,Journal of family medicine and primary care,J Family Med Prim Care,India,,,,"Knowledge of hand hygiene in undergraduate medical, dental, and nursing students: A cross-sectional survey.",India,,-,"Dental, undergraduate, medical, hand hygiene, nursing",,,-,2,1,50.00,Yes,No
26961988,1527-330X,2016,Aesthetic surgery journal,Aesthet Surg J,England,2.697,1.792,2.602,Safety and Efficacy of Novel Oral Anticoagulants vs Low Molecular Weight Heparin for Thromboprophylaxis in Large-Volume Liposuction and Body Contouring Procedures.,United States,3,-,-,Surgery,Surgery,"Young Adult, Adolescent, (Hematoma/chemically induced/therapy), (Postoperative Hemorrhage/chemically induced/therapy), Texas, Middle Aged, Administration, Oral, (Rivaroxaban/administration & dosage/adverse effects), (Venous Thromboembolism/diagnosis/etiology/prevention & control), Adult, Treatment Outcome, Retrospective Studies, (Anticoagulants/administration & dosage/adverse effects), Blood Transfusion, (Pyridones/administration & dosage/adverse effects), (Lipectomy/adverse effects), (Pyrazoles/administration & dosage/adverse effects), (Heparin, Low-Molecular-Weight/administration & dosage/adverse effects), Male, Aged, (Blood Loss, Surgical/prevention & control), Humans, Female, (Factor Xa Inhibitors/administration & dosage/adverse effects), Risk Factors",8,2,25.00,No,No
26959691,1533-0311,2016,The American Journal of dermatopathology,Am J Dermatopathol,United States,1.095,0.918,1.254,Cutaneous Manifestations of Familial Transthyretin Amyloid Polyneuropathy.,United States,2,-,-,Dermatology,Dermatology,"DNA Mutational Analysis, Immunohistochemistry, Male, Prognosis, Biopsy, Disease Progression, Early Diagnosis, (Amyloid Neuropathies, Familial/genetics/pathology), Predictive Value of Tests, (Prealbumin/analysis/genetics), Genetic Predisposition to Disease, Genetic Markers, Mutation, Female, Middle Aged, (Skin/chemistry/pathology), Aged, Humans, Phenotype",4,1,25.00,Yes,No
26955450,2008-5842,2016,Electronic physician,Electron Physician,Iran,,,,Chronic Gastritis in Morbidly Obese Patients with Sleeve Gastrectomy.,Saudi Arabia,,-,"morbid obesity, sleeve gastrectomy, chronic gastritis, H. pylori",,,-,5,1,20.00,No,No
26955438,2008-5842,2016,Electronic physician,Electron Physician,Iran,,,,Clinicopathological comparisons of open vein harvesting and endoscopic vein harvesting in coronary artery bypass grafting patients in Mashhad.,Iran,,-,"pathological outcome, open vein harvesting, endoscopic vein harvesting, graft patency, clinical outcome, coronary artery bypass grafting",,,-,7,1,14.29,No,No
26953292,1544-5208,2016,Health affairs (Project Hope),Health Aff (Millwood),United States,4.980,4.523,5.626,US Physician Practices Spend More Than $15.4 Billion Annually To Report Quality Measures.,United States,43,( NIA NIH HHS / United States ),"Physicians, Physician Payment, Cost of Health Care, Organization and Delivery of Care, Quality Of Care",Health Care Sciences & Services,Health Care Sciences & Services; Health Policy & Services,"United States, (Practice Patterns, Physicians'/economics), Surveys and Questionnaires, Health Care Costs, Humans, (Quality of Health Care/economics), Databases, Factual, (Research Design/statistics & numerical data), Female, Needs Assessment, Medicine, Male, Retrospective Studies",11,1,9.09,No,No
26946999,1542-2224,2017,The Journal of foot and ankle surgery : official publication of the American College of Foot and Ankle Surgeons,J Foot Ankle Surg,United States,0.907,0.702,1.147,Post-Traumatic Periprosthetic Tibial and Fibular Fracture After Total Ankle Arthroplasty: A Case Report.,,0,-,"minimally invasive plate osteosynthesis, trauma, total ankle arthroplasty, prosthetic design, periprosthetic fracture",Orthopedics; Surgery,Orthopedics; Surgery,"(Reoperation/methods), (Periprosthetic Fractures/diagnostic imaging/etiology/surgery), Male, (Tibial Fractures/diagnostic imaging/surgery), (Arthroplasty, Replacement, Ankle/adverse effects/methods), (Imaging, Three-Dimensional/methods), (Ankle Joint/diagnostic imaging/surgery), Bone Plates, Humans, Bone Screws, (Tomography, X-Ray Computed/methods), (Fibula/injuries/surgery), (Osteoarthritis/diagnostic imaging/surgery), (Fracture Fixation, Internal/instrumentation/methods), (Postoperative Care/methods), Treatment Outcome, Follow-Up Studies, Aged, (Range of Motion, Articular/physiology), Casts, Surgical",3,1,33.33,Yes,No
26943109,1943-7676,2016,The American journal of occupational therapy : official publication of the American Occupational Therapy Association,Am J Occup Ther,United States,,,,Driving Rehabilitation Specialists' Perspectives on Older Driver Evaluations.,United States,,( NIA NIH HHS / United States ),-,,,-,5,1,20.00,No,No
26941903,2008-7802,2016,International journal of preventive medicine,Int J Prev Med,Iran,,,,Dairy Consumption and Risk of Stroke: A Case-control Study.,Iran,,-,"stroke, food frequency questionnaire, diet, Dairy intake",,,-,6,1,16.67,No,No
26934693,1938-808X,2016,Academic medicine : journal of the Association of American Medical Colleges,Acad Med,United States,5.255,4.453,4.901,Burnout and Alcohol Abuse/Dependence Among U.S. Medical Students.,United States,22,-,-,Education & Educational Research; Health Care Sciences & Services,"Education, Scientific Disciplines; Health Care Sciences & Services","(Burnout, Professional/epidemiology/psychology), Surveys and Questionnaires, (Students, Medical/psychology), Stress, Psychological, Cohort Studies, Humans, (Alcoholism/epidemiology/psychology), (United States/epidemiology), Adult, Female, Logistic Models, Male, (Physicians/psychology)",5,1,20.00,Yes,No
26934394,2168-6262,2016,JAMA surgery,JAMA Surg,United States,7.956,7.461,7.475,Median Arcuate Ligament Syndrome-Review of This Rare Disease.,United States,6,-,-,Surgery,Surgery,"(Decompression, Surgical/methods), (Constriction, Pathologic/complications/diagnosis/diagnostic imaging/surgery), Humans, (Ganglia, Sympathetic/surgery), Laparoscopy, (Celiac Artery/abnormalities/diagnostic imaging/surgery), Endovascular Procedures, Median Arcuate Ligament Syndrome, Algorithms",6,1,16.67,Yes,No
26932921,1937-710X,2016,"American journal of critical care : an official publication, American Association of Critical-Care Nurses",Am. J. Crit. Care,United States,1.883,1.656,2.240,No Decrease in Early Ventilator-Associated Pneumonia After Early Use of Chlorhexidine.,United States,3,( NCATS NIH HHS / United States ),-,General & Internal Medicine; Nursing,Critical Care Medicine; Nursing,"(Chlorhexidine/administration & dosage/therapeutic use), Time Factors, Intubation, Intratracheal, Middle Aged, Administration, Oral, Air Ambulances, Humans, (Pneumonia, Ventilator-Associated/prevention & control), Retrospective Studies, (Critical Care/methods), Female, Intensive Care Units, Male, (Anti-Infective Agents, Local/administration & dosage/therapeutic use), Cohort Studies",8,1,12.50,Yes,No
26918220,2168-8184,2016,Cureus,Cureus,United States,,,,Feeding Patterns and Predictors of Malnutrition in Infants from Poor Socioeconomic Areas in Pakistan: A Cross-sectional Survey.,Pakistan,,-,"nutrition, breast feeding, malnutrition, children",,,-,7,1,14.29,Yes,No
26917205,1531-5053,2016,Journal of oral and maxillofacial surgery : official journal of the American Association of Oral and Maxillofacial Surgeons,J. Oral Maxillofac. Surg.,United States,1.916,1.677,1.873,Quality of Life Assessment After Maxillomandibular Advancement Surgery for Obstructive Sleep Apnea.,Canada,1,-,-,"Dentistry, Oral Surgery & Medicine","Dentistry, Oral Surgery & Medicine","Mandibular Advancement, Surveys and Questionnaires, Osteotomy, Sagittal Split Ramus, Middle Aged, Quality of Life, Humans, Osteotomy, Le Fort, Female, Treatment Outcome, (Sleep Apnea, Obstructive/surgery), Male",4,1,25.00,No,No
26913913,1175-8716,2015,The New Zealand medical journal,N. Z. Med. J.,New Zealand,,,,"Maxillofacial fractures at Waikato Hospital, New Zealand: 2004 to 2013.",New Zealand,1,-,-,General & Internal Medicine,"Medicine, General & Internal","Young Adult, (Accidents, Traffic/statistics & numerical data), Adolescent, Sex Factors, (Facial Bones/injuries), (Skull Fractures/epidemiology/etiology), Child, Preschool, Tertiary Care Centers, (Athletic Injuries/complications), (Violence/statistics & numerical data/trends), Middle Aged, Incidence, Adult, Child, Retrospective Studies, Age Factors, (Mandibular Fractures/epidemiology/etiology), (Accidental Falls/statistics & numerical data), New Zealand, Male, (Orbital Fractures/epidemiology/etiology), Infant, Humans, (Zygomatic Fractures/epidemiology/etiology), Female",4,1,25.00,Yes,No
26906350,1527-330X,2016,Aesthetic surgery journal,Aesthet Surg J,England,2.697,1.792,2.602,Brachioplasty by Power-Assisted Liposuction and Fat Transfer: A Novel Approach That Obviates Skin Excision.,Belgium,1,-,-,Surgery,Surgery,"Young Adult, (Lipectomy/methods), Prospective Studies, Middle Aged, Humans, Adult, Female, (Adipose Tissue/surgery), (Arm/surgery), Follow-Up Studies",3,1,33.33,No,No
26896947,1534-3081,2016,Current pain and headache reports,Curr Pain Headache Rep,United States,2.051,1.876,2.443,Pain in the Elderly.,United States,5,-,"Chronic pain, Pain, Opioids, Back pain, Arthritis, Elderly, NSAIDs",Neurosciences & Neurology,Clinical Neurology,"(Pain Management/methods), Aged, Humans, (Chronic Pain/therapy)",7,4,57.14,Yes,No
26894051,2249-782X,2016,Journal of clinical and diagnostic research : JCDR,J Clin Diagn Res,India,,,,Is There a Correlation between Languages Spoken and Intricate Movements of Tongue? A Comparative Study of Various Movements of Tongue among the Three Ethnic Races of Malaysia.,India,0,-,"Linguistics, Speech, Malaysians",General & Internal Medicine,"Medicine, General & Internal",-,7,5,71.43,No,No
26891703,2374-2445,2016,JAMA oncology,JAMA Oncol,United States,16.559,15.754,16.765,Association of Body Composition With Survival and Locoregional Control of Radiotherapy-Treated Head and Neck Squamous Cell Carcinoma.,United States,15,( NCI NIH HHS / United States ),-,Oncology,Oncology,"(Head and Neck Neoplasms/epidemiology/physiopathology/radiotherapy), Male, Middle Aged, Body Composition, Humans, (Weight Loss/physiology), (Muscle, Skeletal/pathology), Endpoint Determination, Adult, Female, (Carcinoma, Squamous Cell/epidemiology/physiopathology/radiotherapy), Treatment Outcome, Aged, Body Mass Index",16,1,6.25,No,No
26878541,0030-9982,2015,JPMA. The Journal of the Pakistan Medical Association,J Pak Med Assoc,Pakistan,0.616,0.553,0.657,Outcome of surgical treatment of cervical spondylotic myelopathy: Experience in 120 patients.,,,-,"Cervical spondylotic myelopathy, CSM, Laminectomy, Spinal fusion.",,,-,8,1,12.50,No,No
26878537,0030-9982,2015,JPMA. The Journal of the Pakistan Medical Association,J Pak Med Assoc,Pakistan,0.616,0.553,0.657,"Hip fragility fractures: Anaemia, calcium and vitamin D supplementation.",Pakistan,,-,"Osteoporosis, Hip fragility fractures, Bisphosphonates, Vitamin D, Anaemia.",,,-,4,1,25.00,Yes,No
26878524,0030-9982,2015,JPMA. The Journal of the Pakistan Medical Association,J Pak Med Assoc,Pakistan,0.616,0.553,0.657,Do delays in surgery affect outcomes in patients with inter-trochanteric fractures?,United States,,-,"Intertrochanteric fracture, Comorbid conditions, Early group, Delayed group, Mortality.",,,-,5,1,20.00,No,No
26878504,0030-9982,2015,JPMA. The Journal of the Pakistan Medical Association,J Pak Med Assoc,Pakistan,0.616,0.553,0.657,Bomb blast injuries: Tertiary care hospital in-patient experience over the last 20 years.,Pakistan,,-,"Blast injuries, Casualty, Pakistan, Injury severity score.",,,-,3,2,66.67,Yes,No
26877629,1178-6388,2015,Nutrition and metabolic insights,Nutr Metab Insights,United States,,,,A Systematic Review and Meta-Analysis of the Utility of Corticosteroids in the Treatment of Hyperemesis Gravidarum.,Netherlands,1,-,"corticosteroids, hyperemesis gravidarum, effectiveness, treatment",Nutrition & Dietetics,Nutrition & Dietetics,-,4,1,25.00,No,No
26875801,1750-8460,2016,"British journal of hospital medicine (London, England : 2005)",Br J Hosp Med (Lond),England,0.308,0.287,0.313,Shoulder replacements: a review.,United Kingdom,0,-,-,General & Internal Medicine,"Medicine, General & Internal","(Shoulder Joint/anatomy & histology), Prosthesis Design, Humans, (Osteoarthritis/surgery), (Arthritis, Rheumatoid/surgery), Prosthesis Failure, (Arthroplasty, Replacement/methods)",2,2,100.00,Yes,Yes
26875800,1750-8460,2016,"British journal of hospital medicine (London, England : 2005)",Br J Hosp Med (Lond),England,0.308,0.287,0.313,Blunt chest trauma: soft tissue injury in the thorax.,,0,-,-,General & Internal Medicine,"Medicine, General & Internal","(Heart Injuries/etiology/therapy), (Wounds, Nonpenetrating/complications/therapy), (Soft Tissue Injuries/etiology/therapy), Humans, (Diaphragm/injuries), (Thoracic Injuries/complications/therapy), (Respiratory System/injuries)",5,1,20.00,No,No
26875799,1750-8460,2016,"British journal of hospital medicine (London, England : 2005)",Br J Hosp Med (Lond),England,0.308,0.287,0.313,Blunt chest trauma: bony injury in the thorax.,,2,-,-,General & Internal Medicine,"Medicine, General & Internal","(Rib Fractures/etiology/therapy), (Wounds, Nonpenetrating/complications/therapy), Humans, (Bone and Bones/injuries), (Thoracic Injuries/complications/therapy), (Spinal Injuries/etiology/therapy), (Sternum/injuries)",5,1,20.00,No,No
26875553,1471-4159,2016,Journal of neurochemistry,J. Neurochem.,England,4.083,3.824,3.973,Direct interaction of the resistance to inhibitors of cholinesterase type 3 protein with the serotonin receptor type 3A intracellular domain.,United States,1,( NINDS NIH HHS / United States ),"intracellular domain, nell (nAChR), serotonin, Gloeobacter violaceus ligand-gated ion channel, resistance to inhibitors of cholinesterase, pentameric ligand-gated ion channels",Biochemistry & Molecular Biology; Neurosciences & Neurology,Biochemistry & Molecular Biology; Neurosciences,"(Cytoplasm/genetics/metabolism), Animals, (Intracellular Signaling Peptides and Proteins/genetics/metabolism), Oocytes, (Protein Binding/physiology), Humans, Xenopus laevis, (Receptors, Serotonin, 5-HT3/genetics/metabolism)",5,1,20.00,No,No
26870088,1682-024X,2015,Pakistan journal of medical sciences,Pak J Med Sci,Pakistan,0.696,0.648,0.554,"Dysmenorrhea among female medical students in King Abdulaziz University: Prevalence, Predictors and outcome.","(Egypt, Saudi Arabia)",6,-,"Outcome and Visual Analogue Scale, Prevalence, Predictors, Dysmenorrhea",General & Internal Medicine,"Medicine, General & Internal",-,7,6,85.71,No,No
26868942,2044-6055,2016,BMJ open,BMJ Open,England,2.369,2.211,2.735,Development of a clinical prediction rule to improve peripheral intravenous cannulae first attempt success in the emergency department and reduce post insertion failure rates: the Vascular Access Decisions in the Emergency Room (VADER) study protocol.,Australia,2,-,"VASCULAR MEDICINE, ACCIDENT & EMERGENCY MEDICINE",General & Internal Medicine,"Medicine, General & Internal","Decision Support Techniques, Prospective Studies, Cohort Studies, Humans, Treatment Failure, Catheterization, Peripheral, Emergency Service, Hospital, Risk Factors",8,1,12.50,No,No
26866870,1538-8654,2016,Advances in skin & wound care,Adv Skin Wound Care,United States,1.088,0.955,1.658,Development of a Nutrition Screening Tool for an Outpatient Wound Center.,United States,0,-,-,Dermatology; Nursing; Surgery,Dermatology; Nursing; Surgery,"Nutritional Status, Outcome Assessment (Health Care), Prospective Studies, Pilot Projects, (Ambulatory Care/methods), Humans, (Outpatients/statistics & numerical data), (Wounds and Injuries/complications), Adult, Ohio, Nutrition Assessment, (Mass Screening/methods), (Malnutrition/diagnosis/etiology)",8,1,12.50,No,No
26866869,1538-8654,2016,Advances in skin & wound care,Adv Skin Wound Care,United States,1.088,0.955,1.658,Assessment of Chicken-Egg Membrane as a Dressing for Wound Healing.,United States,2,-,-,Dermatology; Nursing; Surgery,Dermatology; Nursing; Surgery,"Egg Shell, Membrane Proteins, Animals, Wound Healing, (Surgical Wound Infection/prevention & control), Rats, Sprague-Dawley, Biological Dressings, (Wounds and Injuries/therapy), Male, Random Allocation",5,2,40.00,No,No
26866010,2251-7006,2015,Nephro-urology monthly,Nephrourol Mon,Iran,,,,Restless Legs Syndrome: Associated Risk Factors in Hemodialysis Patients.,Iran,,-,"Sleep Disorders, Restless Legs Syndrome, Hemodialysis, Chronic Kidney Diseases, End-Stage Renal Disease, Risk Factors",,,-,6,1,16.67,No,No
26865786,0974-2077,2015,Journal of cutaneous and aesthetic surgery,J Cutan Aesthet Surg,India,,,,Aesthetic reconstruction of the upper antihelix in external ear with banner pull-through flap.,Iran,,-,"antihelix, pull-through, flaps, Aesthetic",,,-,3,1,33.33,No,No
26850867,1531-5053,2016,Journal of oral and maxillofacial surgery : official journal of the American Association of Oral and Maxillofacial Surgeons,J. Oral Maxillofac. Surg.,United States,1.916,1.677,1.873,Unusual Presentation of Epstein-Barr Virus-Positive Diffuse Large B-Cell Non-Hodgkin Lymphoma of the Elderly.,,,-,-,,,"(Masticatory Muscles/pathology), (Muscle, Skeletal/pathology), (Epstein-Barr Virus Infections/diagnosis/diagnostic imaging/pathology), (Lymphoma, Large B-Cell, Diffuse/diagnosis/diagnostic imaging/pathology), Positron-Emission Tomography, Humans, Diagnosis, Differential, Female, Aged, (Parotid Gland/pathology)",3,1,33.33,No,No
26847250,2168-619X,2016,JAMA otolaryngology-- head & neck surgery,JAMA Otolaryngol Head Neck Surg,United States,2.951,2.717,2.986,Association of Fellowship Training With Otolaryngology Training Examination Scores.,United States,0,( NCATS NIH HHS / United States ),-,Otorhinolaryngology; Surgery,Otorhinolaryngology; Surgery,"Colorado, Clinical Competence, (Internship and Residency/standards), Humans, Retrospective Studies, (Otolaryngology/education), Female, Male, (Education, Medical, Graduate/standards), Follow-Up Studies",2,1,50.00,Yes,No
26843099,1527-330X,2016,Aesthetic surgery journal,Aesthet Surg J,England,2.697,1.792,2.602,The Relationship of Bacterial Biofilms and Capsular Contracture in Breast Implants.,,5,-,-,Surgery,Surgery,"(Prosthesis-Related Infections/diagnosis/microbiology/prevention & control/therapy), Young Adult, Animals, Female, Humans, (Breast Implantation/adverse effects), Risk Factors, (Breast Implants/adverse effects), Prognosis, Adult, (Bacteria/growth & development), Host-Pathogen Interactions, (Biofilms/growth & development), (Implant Capsular Contracture/diagnosis/microbiology/prevention & control/therapy)",5,1,20.00,No,No
26839943,1938-808X,2016,Academic medicine : journal of the Association of American Medical Colleges,Acad Med,United States,5.255,4.453,4.901,Getting (Along) With the Guidelines: Reconciling Patient Autonomy and Quality Improvement Through Shared Decision Making.,Canada,2,-,-,Education & Educational Research; Health Care Sciences & Services,"Education, Scientific Disciplines; Health Care Sciences & Services","Quality Improvement, Practice Guidelines as Topic, Quality Indicators, Health Care, Physician-Patient Relations, Patient Participation, Practice Patterns, Physicians', Humans, United States, Health Care Reform, Guideline Adherence, Attitude of Health Personnel, Personal Autonomy, Decision Making, Attitude to Health",2,1,50.00,Yes,No
